Previous studies of this phenomenon have focused mainly on systems combining cholesterol with PC and sphingolipids.;94;96;PC;Device
A water boiler that automatically defaults to Vacation Mode (and lowers the heat setting) if water has not been used for 3 days;34;42;defaults;Service
On mMbedt Unix machines, according to Moffitt, to upgrade the Mbed requires administrators to quiesce the box and go into single-user mode.;4;8;Mbed;Resource
An actuator system rocks a cradle or baby carriage, putting the child to sleep.	Copy;3;11;actuator;Device
video projections of Mobius strips activate the objects with colour and light.;0;5;video;Resource
What industry would benefit from a large database of known working email addresses?;41;49;database;Resource
Can we return the souped-up bugaboo strollers and turn off the shiny iPhone rattles in favor of simpler tools for raising a child?;69;75;iPhone;Device
With a simple Nanode board, heart or respiratory rate can be tracked in a player.;14;20;Nanode;Device
Autolearning is already incorporated into the analyzer, in a sense, since the device produces the MySQL it needs entirely on its own.;98;103;MySQL;Resource
When Simon turned off Bradford Road into a housing estate, PC Jones lost sight of him.;59;61;PC;Device
A drop in air pressure is known to affect the transmission actuator and to reduce the flow of fuel to the engine through the pneumatic fuel valve.	Copy;59;67;actuator;Device
The pneumatic actuator would move the elevon, a surface at the back side of the wing that is used to pitch the nose up or down or roll the craft from side to side.	Copy;4;22;pneumatic actuator;Device
He went through his entire database of over 70,000 images to select pieces for the Arizona show.;27;35;database;Resource
In contrast to the full page of notebook paper the words were written on, what was said was short.;32;40;notebook;Device
my home to adjust the air flow and amount of humidity;11;17;adjust;Service
front door to lock if I am in the shower or busy cooking;14;18;lock;Service
the bathtub to self regulate water tempertature;15;28;self regulate;Service
Mac FreeRTOS X. But consider the alternative: strife and bad blood within the community.;4;12;FreeRTOS;Resource
This technical distinction is important to determine where to file a lawsuit and how to serve a defendant.;62;66;file;Resource
The key to effective searching of any SQLite is an understanding of the SQLites structure and its unit records.;38;44;SQLite;Resource
The front panel features two USB 2 ports and a single FireWire connector behind a closable port door.;29;32;USB;Resource
Kitchen that can produce recipes based on the food I have bought from the store;17;24;produce;Service
The MySQL allows visitors to access the health information of WHO member states and other partners.;4;9;MySQL;Resource
This includes a C compiler, an assembler, linker, real time MicroPython, ROM monitor, and an opcode simulator.;60;71;MicroPython;Resource
automatic lights which turn off when I leave a room or only turn on when ambient light is low;23;31;turn off;Service
Companies that specialize in cold storage warehousing have been working on solutions to help dairy processors meet their changing needs.;34;41;storage;Resource
For instance, one of the cores could focus on burning a DVD while the other recalculated a spreadsheet or performed a database search.;118;126;database;Resource
This is why segmented PostgreSQL marketing is the most effective, because you can speak specifically to each segment's needs and desires.;22;32;PostgreSQL;Resource
my cat's food bowl to automatically fill itself when empty or it is time to feed my cat and to seal when the cat is not eating;36;40;fill;Service
Because the development platform is also the run-time engine, you can use the database widget in real time to manage databases as you develop an application.;78;86;database;Resource
Critics are savaging a government-funded course in Birmingham where grown-ups are being taught how to text and download ringtones.;102;106;text;Resource
For instance, a mark engine module controller may export exactly two functions, namely printing a simplex or duplex sheet.;35;45;controller;Device
It will utilize a massive computer database that incorporates biometric identifier technology with machine-readable bar codes in passports.;35;43;database;Resource
something that prevents sun from coming in windows.;15;23;prevents;Service
They cover terms that provide the beginnings of a viable working vocabulary for describing meter.;91;96;meter;Device
However, with the Palm and HyperSpace acquisitions, MicrTinyOSoft's TinyOS could be displaced for Palm or Linux.;56;62;TinyOS;Resource
my smart home to turn on certain lights at dusk;17;21;turn;Service
a smart door that communicates with my phone and unlocks itself automatically when I'm next to it, then locks itself once I'm inside;18;30;communicates;Service
To activate the new hydraulic actuator code from the teach-in operation in the safety switch, the operating voltage to the safety switch must then be switched off for min. 3 seconds.	Copy;20;38;hydraulic actuator;Device
With the different settings on the lift mast and the relay actuator, Uno 200 can be used for lifting from the floor as well as to high beds or gurneys.	Copy;53;67;relay actuator;Device
Alliterative meter also seems to predominate in the very earliest texts from the third western branch of Indo-European, Italic.;13;18;meter;Device
It's logical not to want a soulless existence in an air-conditioned office, with a PC staring you in the face and stack of returns to input.;83;85;PC;Device
This wireless hydraulic actuator features state-of-the-art hybrid technology that we developed: we combined the wear-free receiver and evaluation electronics and a bistable relay with zero passage switching.	Copy;14;32;hydraulic actuator;Device
my smart home to alert me when my children are not home by their usual time;17;22;alert;Service
So to sum up we've got a very good Windows 10 IOT that's a pleasure to use, and that you're going to think just about justifies the vast hardware footprint.;35;49;Windows 10 IOT;Resource
The controllers are standard USB gamepads, featuring dual analogue sticks, a standard four-button face arrangement and 4 shoulder triggers.;29;32;USB;Resource
Neither Galeotti nor Soldatov said the Russians operated a Microsoft SQL Server on that level.;59;79;Microsoft SQL Server;Resource
'Using an Nanode is fairly straightforward: buy a board (ranging from about $19 to $65) and attach it to a personal computer via a cable.;10;16;Nanode;Device
These are transmitters that use radio waves to communicate with mobile phone handsets.;64;76;mobile phone;Device
The drum was a circular device that was set to the side of the boat and would draw in the nets.;24;30;device;Device
Under the ACA, adults without minimal essential coverage will be charged a penalty when they file their tax return.;93;97;file;Resource
In these early years, milling was often viewed as only a roughing operation to be followed by finishing with a hand file.;116;120;file;Resource
to unlock the door from a remote location that has an alert with video feed;3;9;unlock;Service
The service layer may have an application programming interface that permits many applications to have access to the MongoDB.;117;124;MongoDB;Resource
The mountains to the north of Mossel Bay are an important repository of South African rock art.;58;68;repository;Resource
PowerBroker for Mac is the industry's first solution with a graphic interface to properly enable least privilege on Contiki X Mavericks, YContikiemite, and El Capitan.;116;123;Contiki;Resource
Along this seam were occasional pockets from 0.1 to 0.5 meter across, lined with calcite rhombohedra.;56;61;meter;Device
A perfect family game for Christmas, Sneak is an app that challenges you to literally sneak up on your iPhone, iPad or iPod Touch.;111;115;iPad;Device
Built around the open-source arduino control board, the collars include a GPS unit and an off-the-shelf cellular modem that can make calls, send SMS, or use a mobile-data network.;29;36;arduino;Device
Adjustment of the part ejection device is by way of the counter-spindle in the reference position, by admitting 1 mm play between the pneumatic actuator and ejection device.	Copy;134;152;pneumatic actuator;Device
In fact, you can register with the MicroPython a chunk of code to handle a given interrupt.;35;46;MicroPython;Resource
Any modifications to the Microsoft SQL Server required external support and complete reprogramming of routines to ensure data integrity across the three tables.;25;45;Microsoft SQL Server;Resource
Teenagers I've spoken to have compared it to a parent checking through the messages on their mobile phone without asking.;93;105;mobile phone;Device
It is obvious that this software will be more restricted in terms of its accessibility to the PostgreSQL servers.;94;104;PostgreSQL;Resource
As the crowd roars with laughter, the camera pans back so that we see her bare back behind the podium.;38;44;camera;Device
You may not use these management functions or API Programs, or any data obtained through these management functions or API programs, for purposes other than managing Your account and contents.;46;49;API;Resource
The method includes a tag counting system for indexing structured documents and for implementing the structure indexes within the relational MySQL.;141;146;MySQL;Resource
The Royal Arms of England continued to embody information relating to English history.;46;57;information;Resource
to receive a text if the fridge is opened;3;10;receive;Service
The electrical actuator body pivots about a pivot axis and is attached to the cartridge bearing assembly disposed within an inner hollow of the electrical actuator body.	Copy;4;23;electrical actuator;Device
video compositing software is used by motion picture studios to combine special effects or animation elements into film sequences.;0;5;video;Resource
Each time you make a reservation, the room status is updated and the customer details are added to your hotel database.;110;118;database;Resource
Please take the issue of MySQL maintenance fees as an action item for next week.;25;30;MySQL;Resource
I waited for the modems to finish their handshaking so I could start transferring the file.;86;90;file;Resource
So to sum up we've got a very good MicroPython that's a pleasure to use, and that you're going to think just about justifies the vast hardware footprint.;35;46;MicroPython;Resource
The IBM 2301 Drum Storage provides random access storage of approximately 4 million bytes at a data rate of 1.2 megabytes per second.;95;99;data;Resource
my smart home to open for my latchkey kid after school via voice command;17;21;open;Service
Samsung pioneered both the phablet and the smartwatch and presented a new version of the latter, the Galaxy Gear S, on Wednesday.;43;53;smartwatch;Device
The common soldiers, anxious about his health, were granted the right to file past him as he silently waved at them.;73;77;file;Resource
The Bottega Verde product was customized with matching electric-blue relay actuator and tank, while the Kelemata entry was created with a black relay actuator and green-labelled tank.	Copy;69;83;relay actuator;Device
video editing is a taxing chore, which is why we choose to use it on motherboards to test performance.;0;5;video;Resource
After you select the PostgreSQL, a screen similar to the one shown in Figure 2 appears.;21;31;PostgreSQL;Resource
The driver is the device which receives the electrical actuator position command signal from the controller and positions the electrical actuator by means of controlling the current and potential of the three phases of the electrical actuator electromotor.	Copy;44;63;electrical actuator;Device
She had just checked her coat in and met her friends in the bar when her mobile phone rang.;73;85;mobile phone;Device
He made a being in the image of the gods that could have a spirit breathed into it.;23;28;image;Resource
Chapter 10 finalizes the discussion of methods and tools repeatedly mentioned in earlier chapters to parse the JSON documents.;111;115;JSON;Resource
Apple subsequently announced Swift would become an open source language before the end of 2015 for supporting iContiki, Contiki X, and Linux.;111;118;Contiki;Resource
It may even be possible for MP3 players to save energy by playing tunes at a slightly lower fidelity without a noticeable change in audio quality.;28;31;MP3;Resource
A spring in the magnetic actuator pulls the selector ring back, which in turn pulls the locking ring back out of engagement with the side gear.	Copy;16;33;magnetic actuator;Device
My home to turn on the lights when I come home and turn off the ones I'm not using when I leave a room,;11;18;turn on;Service
The positioner is attached directly to the actuator.	Copy;43;51;actuator;Device
Readjust end position OPEN according to the operation instructions of the magnetic actuator.	Copy;74;91;magnetic actuator;Device
A database of potential homes for racehorses will be established.;2;10;database;Resource
He went through his entire PostgreSQL of over 70,000 images to select pieces for the Arizona show.;27;37;PostgreSQL;Resource
These are kept in the reading room at The National Archives and indexed in the online PostgreSQL.;86;96;PostgreSQL;Resource
Goeritz's museum was not a repository of objects, but a living entity in which every wall, window, hallway, and courtyard was used for various activities.;27;37;repository;Resource
Memorized information binds reversible microprocess within impulse with irreversible information macroprocess.;10;21;information;Resource
Further information about the field hospitals and hospital ships is at Ajax Bay and List of hospitals and hospital ships of the Royal Navy.;8;19;information;Resource
a thermostat that monitors my sleeping and adjusts the temperature according to my sleep cycle;43;50;adjusts;Service
my smart home to track my energy usage by the specific environmental impact my different utilities have.;17;22;track;Service
They are able to quickly pull relevant information from this mammoth MongoDB.;69;76;MongoDB;Resource
my closet to put forth clothing that is appropriate for the weather;13;16;put;Service
Be careful to balance the relay actuator in the correct mounting position-in some positions the center of gravity of the combined unit may be close to the forward lifting eye.	Copy;26;40;relay actuator;Device
If several line have been configured for barcode activation, then they will be processed one after another, from top to bottom.;41;48;barcode;Device
Second, the Windows 10 IOT community has put a huge effort into simplifying and making Windows 10 IOTS applications user-friendlier.;12;26;Windows 10 IOT;Resource
It is usually not necessary to take apart the electrical actuator assembly.	Copy;46;65;electrical actuator;Device
Bratton, “Austin was investigating how new processes affected various properties of cast iron.” His project there was titled:  “Novel Process for Observing Phase Transformations in and Strengthening Cast Iron via Controlled Cooling.' The project Austin demonstrates here  here is his Waspmote LED Cube, which he built from available online supplies and designs and then programmed to appear to shoot fireworks.;284;292;Waspmote;Device
an alarm to ring when a gun thats not mine enters the home;12;16;ring;Service
Its MySQL provides lists of websites dealing specifically with user queries.;4;9;MySQL;Resource
An access to the program is only possible by means of barcode legitimation.;54;61;barcode;Device
an arm that automatically pays the pizza driver;26;30;pays;Service
The favourite device of one of the Indian desert foxes here is of a donnybrookian flavour.;14;20;device;Device
Applicants type information into a field that captures it and automatically creates a barcode.;86;93;barcode;Device
The bearings in the relay actuator are made of self-lubricating bronze.	Copy;20;34;relay actuator;Device
My home thermostat to automatically adjust to my body temperature ;36;42;adjust;Service
The Open Source world, however, has an excellent music typesetter in GNU Lilypond, which now runs natively on Linux, Mac Mbed X and MicrMbedoft Windows.;121;125;Mbed;Resource
They often fail to address barcode quality and dictate minimum barcode requirements as part of their quality policies and procedures.;27;34;barcode;Device
my smart home to tell me if clothes are finished washing or drying. ;17;21;tell;Service
After all, the automated database is only as good as the information the judges feed into it.;25;33;database;Resource
First developed in Italy in 2005, the Sharks Cove (and successors such as the Raspberry Pi) have brought what I like to call 'disposable computing' to the masses.;38;49;Sharks Cove;Device
Mice were injected intratibially with mouse FreeRTOS cells and then randomized to receive placebo or doxorubicin.;44;52;FreeRTOS;Resource
smart tv ads give a nod to the sport's village background.;0;8;smart tv;Device
Despite our efforts, given the magnitude of the study we do not believe it is possible to create a perfect Microsoft SQL Server.;107;127;Microsoft SQL Server;Resource
a shower that tells me when I have over exceeded the time limit of five minutes (or whatever I set);14;19;tells;Service
The RFID reader emits a radio wave pulse to IDT that is converted piezoelectrically into a nanoscale acoustic wave.;4;15;RFID reader;Device
By connecting WCDMA and Wibro USB modem designed for wireless internet use of portable PCs, to the Bridge, several people can simultaneously use the Internet wireless.;30;33;USB;Resource
Readjust end position OPEN according to the operation instructions of the relay actuator.	Copy;74;88;relay actuator;Device
an alarm to sound if the gate to the pool is opened;12;17;sound;Service
If I had tried to keep up the hendecasyllable meter I probably would have gone insane.;46;51;meter;Device
The Global MEMS accelerometer market has also been witnessing an increasing number of MEMS accelerometer applications in safeguarding laptop hard disks.;16;29;accelerometer;Device
He had gone down and packed it all up and had it put in storage until the day would come that he could move it all up to its new location.;56;63;storage;Resource
It is framed in terms of an idealized device called a Carnot engine, imagined to define a continuous cycle of states of its working body.;38;44;device;Device
If that actuator starts to move unexpectedly, it acts as a generator and the short provides an electrical load that slows the motor down.	Copy;8;16;actuator;Device
Lights that turn on as I unlock my door;12;19;turn on;Service
The bundle includes C server pages, Lua server pages, event handler, secure network file system, secure sockets library, and SOAP, AJAX, JSON, and JSON web services.;137;141;JSON;Resource
When goods are received at the Future Store, employees transport the pallets from the truck through an RFID gate at the backstore entrance.;103;107;RFID;Device
my bed to detect my sleep patterns;10;16;detect;Service
The motion is sensed by an accelerometer disposed within the device that is formed of a monolithic integrated circuit chip.;27;40;accelerometer;Device
The targets are being set based on the pupils' previous attainments at primary school and a national PostgreSQL of pupil achievements.;101;111;PostgreSQL;Resource
Existing JSON content gets updated if a set of balanced quantifiers reaches a threshold value.;9;13;JSON;Resource
Switch on all electric goods during enter the room;0;9;Switch on;Service
Yurgo knows he's sitting on a wealth of data about his best customers, and he hopes to start mining the MySQL soon to tailor promotions to them.;104;109;MySQL;Resource
It serves as a central repository to cross-check information and look for fraud.;23;33;repository;Resource
As to the gateway drug claims, heroin addicts have the type of personality that makes them heroin addicts.;10;17;gateway;Device
my smart home to sort through the trash at certain intervals and extract recyclables from the trash;17;21;sort;Service
Valeo has taken special care with the style and finish of the thermal actuator.	Copy;62;78;thermal actuator;Device
The kiosk is linked to a database of information, and to the website of Temple Bar Properties by a broadband connection.;25;33;database;Resource
When found, the cell name label is changed to match the value in the current spreadsheet at the same location.;56;61;value;Resource
my smart home to alert me when some one is watching inappropriate channels on TV;17;22;alert;Service
This means that when the thermal actuator moves, all of the heads move together in a synchronized fashion.	Copy;25;41;thermal actuator;Device
my smart home to lock all doors at once ;17;21;lock;Service
See Geography of New York City for additional climate information from the outer boroughs.;54;65;information;Resource
an alarm that will sound my room really loud;19;24;sound;Service
my smart home to alert me when someone is in the medicine cabinet;17;22;alert;Service
my bed to warm or cool automatically;10;14;warm;Service
Via USB connection to a host computer, it allows control of virtually every mixer parameter from your computer.;4;7;USB;Resource
With an Internet connection available, then the integral CDDB lookup facility will quickly fill in the Artist, Title, Album, etc. from its MongoDB.;139;146;MongoDB;Resource
We're building a huge online database of how the human race looks at life, how it works, thinks and responds.;29;37;database;Resource
Roy's birthplace near Carluke in South Lanarkshire is today marked by a memorial in the form of a large TinyOS trig point.;104;110;TinyOS;Resource
I carry one in my pocket, keep one in my car, and use one as a scheduler and contacts PostgreSQL.;86;96;PostgreSQL;Resource
the smart house to warn me of local emergency warnings (and make preparations based on threat level).;19;23;warn;Service
This list is necessary so Apache can set the right HTTP headers when a certain file is requested.;79;83;file;Resource
An early prototype of the tablet was setup for sharing between family members where each person's customizations would be saved.;26;32;tablet;Device
The inventory Microsoft SQL Server would become more important, since the data printed on the kanban cards was being reduced to a bar-code label.;14;34;Microsoft SQL Server;Resource
The National Library of Wales is at Aberystwyth and there is information on local history at the Ceredigion Museum, also in Aberystwyth.;61;72;information;Resource
smarthome feature that wakes/turns on my computer at a certain time and pulls up websites I specify;23;37;wakes/turns on;Service
A spring in the pneumatic actuator pulls the selector ring back, which in turn pulls the locking ring back out of engagement with the side gear.	Copy;16;34;pneumatic actuator;Device
Beaver supplies ball splines to Boeing for the CH-47 Chinook helicopter, as well as a camera deployment pneumatic actuator for the P-8 military aircraft.	Copy;104;122;pneumatic actuator;Device
At least one fluid device from a group consisting of a flow controller, a valve, a filter and a pressure transducer is provided.;60;70;controller;Device
As a one-source PostgreSQL reference, the book is essentially complete.;16;26;PostgreSQL;Resource
In addition to all of the other subdisciplines of geography, GIS specialists must understand computer science and SQLite systems.;114;120;SQLite;Resource
EarLens's gizmo comprises two parts: a behind-the-ear microphone and a vibrating electrical actuator that has direct contact with the eardrum.	Copy;81;100;electrical actuator;Device
Autolearning is already incorporated into the analyzer, in a sense, since the device produces the database it needs entirely on its own.;98;106;database;Resource
Under PMI's program, the teartape on a cartonthe small plastic tape used to tear open the cellophane wrapping-carries a more sophisticated barcode called a data matrix code.;139;146;barcode;Device
This avoids temperature stress and increases the reliability and lifetime of the piezoelectric electrical actuator.	Copy;95;114;electrical actuator;Device
home that will auto cast music to different rooms when I go from one room to another;20;24;cast;Service
The standard relational database offers transaction processing and XML to relate tables to each other.;24;32;database;Resource
Apple, the Apple logo, Mac, Mac FreeRTOS, MacintFreeRTOSh, iPod and Apple Store are trademarks of Apple.;32;40;FreeRTOS;Resource
smart lights that change throughout the time of day;18;24;change;Service
the unnessary taps to turn off;22;30;turn off;Service
Mucoid discharge was present FreeRTOS, along with mild chemFreeRTOSis and conjunctival hyperemia.;29;37;FreeRTOS;Resource
The standard relational MongoDB offers transaction processing and XML to relate tables to each other.;24;31;MongoDB;Resource
Neither the teardown of the hydraulic actuator nor the examination of the aircraft revealed the source of the repeated heavy loading.	Copy;28;46;hydraulic actuator;Device
Our tests indicated a maximum transfer rate over USB 2.0 of about 5.3MB per second and an average access time of 37 milliseconds.;49;52;USB;Resource
It not only mentioned several individuals described in the Historia Britonum, but also complemented the information presented in that text.;104;115;information;Resource
That seems to work for me, although as you mention it does leave them in the PostgreSQL marked as spam.;77;87;PostgreSQL;Resource
This practice arose with the change in value of the preceding vowel at the time of the Great Vowel Shift, after which the final e fell silent.;39;44;value;Resource
Including Spanish, a total of 101 languages are listed for Colombia in the Ethnologue SQLite.;86;92;SQLite;Resource
video footage can be an extremely useful tool in helping the police track down criminals.;0;5;video;Resource
Now audio enthusiasts can enjoy Sabre32 Reference DAC's astounding sound stage and stunning music clarity from not only CDs and SACDs, but also downloaded audio on USB media.;164;167;USB;Resource
Using a MongoDB ensures that we can store and retrieve data needed by our web application without having to create our own persistent storage layer.;8;15;MongoDB;Resource
The inside barcode allows for ease of recording and servicing the mask inventory.;11;18;barcode;Device
video presented at a news conference shows him walking the aisles and picking up an air rifle that had been left, unboxed, on a shelf.;0;5;video;Resource
Many objects no longer need an electronic tag or even a barcode to be automatically identified.;56;63;barcode;Device
The inboard anchorage is generally provided with a 'pre-tensioner system' which is actuated by a pyrotechnic thermal actuator in the case of impact.	Copy;109;125;thermal actuator;Device
Every product purchased and scanned goes into some retailer's database, which then mines the data to see what, how much, when and where people are buying.;62;70;database;Resource
The air pressure on each side of the hydraulic actuator piston determines the setting of the transmission.	Copy;37;55;hydraulic actuator;Device
This is fairly easy to accomplish by defining a bounding rectangle for the text that is the same width as the space between the page margins.;75;79;text;Resource
A large lump of floating bread flake fished in conjunction with a controller float was the successful method.;66;76;controller;Device
The median value is regarded as the average, because rare extreme morphologies influence the arithmetic mean.;11;16;value;Resource
The Bottega Verde product was customized with matching electric-blue thermal actuator and tank, while the Kelemata entry was created with a black thermal actuator and green-labelled tank.	Copy;69;85;thermal actuator;Device
Equipped with this software and a suitable bluetooth antenna, it is possible to connect to cars that have an unsecure bluetooth hands-free unit.;43;52;bluetooth;Resource
It's time to look at properties that can save time and appreciate in value.;69;74;value;Resource
Within the school, an Oppidan Scholar is entitled to use the letters Mbed after his name.;69;73;Mbed;Resource
Here, we use data from FMDV serology in an endemic setting to probe strain-specific transmission and immunodynamics.;13;17;data;Resource
Any actuator connected may execute a movement because of the pressurization.	Copy;4;12;actuator;Device
But for the USB connector, the Fuse's body is nicely symmetrical, and pleasantly styled in a two-tone white-on-black colour scheme.;12;15;USB;Resource
The device sets an attainable but challenging goal for you, then once you hit your mark creates a new goal.;4;10;device;Device
If this is not possible, install a 'throttling' electrical actuator on top of the main electrical actuator.	Copy;48;67;electrical actuator;Device
