Sentence;first;last;name;type
Upon detecting a data breach, Juniper Networks Pulse Secure should immediately disconnect the affected device from the network to prevent further damage.;30;58;Juniper Networks Pulse Secure;NETWORK_RESOURCE
Upon detecting a data breach, Check Point Endpoint Security VPN should immediately disconnect the affected device from the network to prevent further damage.;30;62;Check Point Endpoint Security VPN;NETWORK_RESOURCE
Upon detecting a data breach, SonicWall Global VPN Client should immediately disconnect the affected device from the network to prevent further damage.;30;56;SonicWall Global VPN Client;NETWORK_RESOURCE
Upon detecting a data breach, OpenVPN Access Server should immediately disconnect the affected device from the network to prevent further damage.;30;50;OpenVPN Access Server;NETWORK_RESOURCE
The energy management system should establish a VPN connection with the utility company's server using Cisco AnyConnect to optimize power consumption.;103;118;Cisco AnyConnect;NETWORK_RESOURCE
The energy management system should establish a VPN connection with the utility company's server using Fortinet FortiClient to optimize power consumption.;103;122;Fortinet FortiClient;NETWORK_RESOURCE
The energy management system should establish a VPN connection with the utility company's server using Palo Alto Networks GlobalProtect to optimize power consumption.;103;134;Palo Alto Networks GlobalProtect;NETWORK_RESOURCE
The energy management system should establish a VPN connection with the utility company's server using Juniper Networks Pulse Secure to optimize power consumption.;103;131;Juniper Networks Pulse Secure;NETWORK_RESOURCE
The energy management system should establish a VPN connection with the utility company's server using Check Point Endpoint Security VPN to optimize power consumption.;103;135;Check Point Endpoint Security VPN;NETWORK_RESOURCE
The energy management system should establish a VPN connection with the utility company's server using SonicWall Global VPN Client to optimize power consumption.;103;129;SonicWall Global VPN Client;NETWORK_RESOURCE
The energy management system should establish a VPN connection with the utility company's server using OpenVPN Access Server to optimize power consumption.;103;123;OpenVPN Access Server;NETWORK_RESOURCE
When a device's security certificate expires, Cisco AnyConnect should automatically renew it to maintain a secure connection.;46;61;Cisco AnyConnect;NETWORK_RESOURCE
When a device's security certificate expires, Fortinet FortiClient should automatically renew it to maintain a secure connection.;46;65;Fortinet FortiClient;NETWORK_RESOURCE
When a device's security certificate expires, Palo Alto Networks GlobalProtect should automatically renew it to maintain a secure connection.;46;77;Palo Alto Networks GlobalProtect;NETWORK_RESOURCE
When a device's security certificate expires, Juniper Networks Pulse Secure should automatically renew it to maintain a secure connection.;46;74;Juniper Networks Pulse Secure;NETWORK_RESOURCE
When a device's security certificate expires, Check Point Endpoint Security VPN should automatically renew it to maintain a secure connection.;46;78;Check Point Endpoint Security VPN;NETWORK_RESOURCE
When a device's security certificate expires, SonicWall Global VPN Client should automatically renew it to maintain a secure connection.;46;72;SonicWall Global VPN Client;NETWORK_RESOURCE
When a device's security certificate expires, OpenVPN Access Server should automatically renew it to maintain a secure connection.;46;66;OpenVPN Access Server;NETWORK_RESOURCE
The smart building solution should utilize Cisco AnyConnect to establish a secure connection between the access control system and the central monitoring station.;43;58;Cisco AnyConnect;NETWORK_RESOURCE
The smart building solution should utilize Fortinet FortiClient to establish a secure connection between the access control system and the central monitoring station.;43;62;Fortinet FortiClient;NETWORK_RESOURCE
The smart building solution should utilize Palo Alto Networks GlobalProtect to establish a secure connection between the access control system and the central monitoring station.;43;74;Palo Alto Networks GlobalProtect;NETWORK_RESOURCE
The smart building solution should utilize Juniper Networks Pulse Secure to establish a secure connection between the access control system and the central monitoring station.;43;71;Juniper Networks Pulse Secure;NETWORK_RESOURCE
